show_id,platform,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2979,amazon,TV Show,Brandi and Jarrod: Married to the Job,,"Brandi Passante, Jarrod Schulz",,,2014,TV-PG,1 Season,TV Shows,"We'll take a look at an individual's entire accumulation of material wealth, a once-in-a-lifetime experience to liquidate for cash! The results are always genuine, unexpected and dramatic as America tunes in to find out what they might be worth!"
s2981,amazon,TV Show,Brand New House On a Budget,,,,,2014,13+,1 Season,"Special Interest, Unscripted","A talented interior designer is challenged to do a huge home makeover on the tiniest budget, using clever styling tricks, bargain hunting and upcycling to transform drab houses into beautiful family homes."
s2987,amazon,TV Show,Boys Over Flowers,,"Ku Hye-sun, Lee Min-ho, Kim Hyun-joong, Kim Bum, Kim Joon, Kim So-eun",,,2009,13+,1 Season,"Comedy, Drama, Romance","In this K-Drama classic, a poor girl attends an elite school, and is bullied by the leader of F4 (the four richest boys). He falls for her - however, she has a crush on his best friend. Whom will she choose?"
s2995,amazon,TV Show,Bottom,,,,,1995,TV-PG,3 Seasons,Comedy,More pungent episodes from the two head-banging morons whose idea of a wild night is pulling nose hair out with a pair of pliers. Join Richard Richard and his masochistic flatmate Eddie Hitler for more disgusting toilet humour and charming English pleasantries . . .
s3000,amazon,TV Show,Born This Way,,"Sean McElwee, Rachel Osterbach",,,2018,TV-PG,4 Seasons,"Documentary, Drama, Unscripted","Critically-acclaimed, Emmy-winning docuseries Born This Way chronicles the journey of a diverse group of young men and women with Down syndrome as they push their boundaries and assert the independence they have cultivated the past 3 seasons."
s3001,amazon,TV Show,Born Behind Bars,,,,,2018,TV-14,1 Season,"Documentary, Drama, Unscripted","A staggering 7,500 babies are born behind bars each year in the US. In most cases, babies are separated from their mother immediately after birth. Currently there are 8 experimental prison nursery programs nationwide and we have exclusive access to 1 of them."
s3002,amazon,TV Show,Bordertown: Laredo,,,,,2011,TV-14,1 Season,"Documentary, Special Interest","Ruthless Mexican drug cartels resort to any means to transport illegal narcotics into the U.S., and the primary gateway is the tiny Texas city of Laredo, the largest inland port on the border."
s3004,amazon,TV Show,Bookaboo UK,,,,,2009,TV-NR,1 Season,Kids,"Bookaboo is a world famous rock puppy who tours the globe with his band, playing drums to packed stadiums of adoring fans. However, there's just one hitch for our rock puppy superstar - he can't play without a story a day!"
s3005,amazon,TV Show,Bookaboo,,"Marcus Clarke, Matt Ficner, Jason Hopley",,,2016,ALL,1 Season,Kids,Bookaboo Season 1
s3006,amazon,TV Show,Bones,,"Emily Deschanel, David Boreanaz, Michaela Conlin",,,2017,NR,12 Seasons,"Drama, Suspense","The 12-episode run will celebrate the inventive series and bring the storylines of Brennan, Booth and the Jeffersonian-FBI team to a close, allowing the show’s loyal fans to say goodbye to these indelible characters."
s3008,amazon,TV Show,Boing: The Play Ranger,,,,,2016,ALL,2 Seasons,"Animation, Kids","Welcome to the village of Playville! A fun and colorful playground town filled with lovable characters that can transform into playground rides. Even in this world of happiness, unfortunate events happen from time to time. But don't you worry, our Play Rangers: Boing (Lion), Bing Bing (Hippo) and Mongbar (Monkey) are always here to keep the peace in the village so everyone can have fun."
s3010,amazon,TV Show,Bobby's World: The Complete Series,,Howie Mandel,,,1990,ALL,7 Seasons,"Animation, Kids","Created by and starring Howie Mandel, this animated series takes a wild ride inside the mind of young Bobby Generic. Bobby is not your typical suburban kid. His active imagination takes viewers into a world of daring adventure, incredible wonder, and lots of laughs, all in a pint size perspective."
s3016,amazon,TV Show,Boarding School Juliet,,"Yuki Ono, Ai Kayano, Ayane Sakura, Yu Shimamura",,,2018,NR,1 Season,TV Shows,"At Dahlia Academy, a prestigious boarding school on a remote island, students from two feuding countries battle each other every day. However, Romio Inuzuka, the leader of the Touwa dorm, and Juliet Persia, the leader of the West dorm, start a secret relationship!"
s3017,amazon,TV Show,Bo on the Go,,,,,2009,TV-Y7,3 Seasons,"Animation, Kids","Bo is a positive, super-energetic and inquisitive young heroine who, along with her young friend Dezadore the dragon, encourages children at home to actively join her in a variety of movements that assist her on amazing adventures."
s3020,amazon,TV Show,Blue Murder: Killer Cop,,"Richard Roxburgh, Matt Nable, Justin Smith, Toni Collette, Dan Wyllie, Emma Booth, Damian Walshe-Howling, Steve Le Marquand, Tony Martin, Andrew Ryan, Aaron Pedersen, Aaron Jeffery, Peter Phelps, Robert Mammone, Michael Tran",,,2017,16+,1 Season,"Drama, Suspense","A floating body, a drug deal gone wrong, and two former detectives the perpetrators. Life imprisonment is the end of Roger Rogerson's story. The last Blue Murder ended with his expulsion in disgrace from the NSW Police Force. In this instalment, Rogerson struggles to make a living in a world that's rapidly changing, caught between the pressures of criminals, police and a love that might save him."
s3021,amazon,TV Show,Blue Mountain State,,"Alan Ritchson, Darin Brooks, Gabrielle Dennis, Sam Jones III, Ed Marinaro, Omari Newton, Kwasi Songui",,,2011,TV-MA,3 Seasons,Comedy,"""Blue Mountain State"" follows the on and off-field antics of college football powerhouse, Blue Mountain State. In Season 3, Coach Daniels will have his authority challenged when the boosters force him to hire a hotshot offensive coordinator/head coach- in-waiting. While Alex will have to step up from being a fun-loving second-string to the starting QB."
s3030,amazon,TV Show,Blood & Treasure,,,,,2019,TV-14,1 Season,TV Shows,Blood & Treasure is a globe-trotting action-adventure drama about a brilliant antiquities expert and a cunning art thief who team up to catch a ruthless terrorist who funds his attacks through stolen treasure. Danny McNamara is a former FBI agent specializing in stolen arts and antiquities.
s3032,amazon,TV Show,Blockbusters with Bill Cullen,,Bill Cullen,,,1981,TV-G,1 Season,Unscripted,Question and answer game with two players against a single player in a race to connect boxes from one side of the game board to the other.
s3036,amazon,TV Show,Blippi - Videos for Kids,,Stevin John,,,2016,ALL,1 Season,"Kids, Special Interest",Blippi in this educational series for toddlers will teach your youngsters through the power of fun! Join Blippi at a few playgrounds and playing with some toys while keeping everything entertaining and educational at the same time!
s3038,amazon,TV Show,Blippi - Educational Videos for Children,,Stevin John,,,2016,ALL,1 Season,Kids,"""Blippi"" is an educational children's show geared towards the ages of 2-6 years old. The fun and goofy host takes you for an adventure learning about exciting things like fire trucks, animals, garbage trucks, space, tractors and more while tying it into learning numbers, colors, shapes, words, and more!"
s3039,amazon,TV Show,Blippi - Educational Songs for Kids,,Stevin John,,,2016,ALL,1 Season,Kids,"Blippi nursery rhymes for children has songs for kids like Tractors, Garbage Trucks, Fire Trucks, Backhoe Excavator, Trains, and more!"
s3042,amazon,TV Show,Bleak Old Shop Of Stuff,,"Robert Webb, Stephen Fry, Katherine Parkinson, Celia Imrie",,,2012,TV-PG,1 Season,Comedy,"Welcome to the adventures of Jedrington Secret-Past, upstanding family man and owner of The Old Shop Of Stuff, where he sells a plethora of miscellaneous odd things. But with every good-hearted hero, there must come a villain. Enter Malifax Skulkingworm - a lawyer with a heart of flint, an unusual evil hat and a decidedly sinister plan to ruin Jedrington and incarcerate his family."
s3044,amazon,TV Show,Blade of the Immortal,,"Kenjiro Tsuda, Ayane Sakura, Nozomu Sasaki, Tatsuhisa Suzuki, Eiji Hanawa",,,2020,TV-NR,1 Season,Anime,"Edo, an era of warriors. There lived an immortal man, the Slayer of Hundreds, 'Manji.' He meets Rin, who has sworn vengeance for her parents. Rin's grudge is against a group of swordmasters – Ittou-ryu. She asks Manji to be her bodyguard on her journey. He refuses, but then sees his late sister in Rin. So began the violent struggle that would bring even the immortal Manji to his knees."
s3064,amazon,TV Show,Billy the Exterminator,,Billy Bretherton,,,2012,TV-PG,6 Seasons,"Documentary, Drama, Unscripted",Join us as we follow Billy Bretherton and his pest-removing family as they're called to take care of Louisiana's most extreme extermination cases with a perfect blend of drama and humor.
s3067,amazon,TV Show,Billion Dollar Wreck,,Martin Bayerle,,,2016,TV-PG,1 Season,TV Shows,Billion Dollar Wreck follows famed treasure hunter Martin Bayerle and his son Grant as they pursue a billion dollars worth of gold aboard RMS Republic.
s3071,amazon,TV Show,Biggie: The Life of Notorious B.I.G.,,"Voletta Wallace, Cheo Hodari Coker",,,2017,18+,1 Season,Documentary,"This documentary traces the life, death and legacy of the late Christopher Wallace, as told by his widow Faith Evans, his mother, his close friend Lil Cease and some of hip-hop's biggest superstars. Employing archival footage & audio recordings that have never been heard before, the film allows ""The Notorious B.I.G."" to narrate his own story."
s3074,amazon,TV Show,Big Shrimpin',,Jeremy Schjott,,,2012,13+,1 Season,"Documentary, Drama, Unscripted","Mining the waters off the Alabama coast in search of shrimp, or ""saltwater gold,"" as the shrimpers call them, is a treacherous job for the crews who work for the popular."
s3076,amazon,TV Show,Big Easy Motors,,"Grant Bayerle, Martin Bayerle, Billy Bretherton",,,2016,TV-PG,1 Season,"Documentary, Drama, Unscripted","In ""Big Easy Motors,"" Charles Handler and his team search the bayous of Louisiana for long-forgotten piles of junk they can restore and turn into dazzling custom cars."
s3077,amazon,TV Show,"Big Dreams, Small Spaces",,Monty Don,,,2014,ALL,1 Season,"Special Interest, Unscripted",Monty Don works with amateur gardeners to help them create the garden of their dreams.
s3078,amazon,TV Show,Big Dogs,,"Brett Cullen, Manny Perez, Michael Rabe, Micheál Richardson, Bonnie Swencionis, Lance Henriksen, Scott Cohen, Deidre Lovejoy, Jeff Kober, Pooya Mohseni, Dennis Flanagan, Louis Carbonneau, Tony Naumovski, Ari Barkan, Stivi Paskoski, Declan Michael Laird, Ana Isabelle, Katarina Morhacova, Laurence Mason",,,2020,16+,1 Season,"Action, Drama, Suspense","In a violent, alternate reality of New York City besieged by race riots, financial collapse, and a surging crime wave, an underworld economy of illegal nightclubs is thriving. Detective Santiago is tasked to crack down on these clubs. When he meets his new partner, Everett More, Santiago discovers there are numerous government agencies and crime organizations circling NYC and vying for control."
s3079,amazon,TV Show,Bibi & Tina,,,,,2020,ALL,1 Season,Kids,"Bibi's summer vacation at her best friend Tina's start excitingly. Within no time the Martin's farm suffers from drought, rain, and a heavy storm. In addition to that, entrepreneur Kim Win Win wants to dig for gravel on their ranch. Bibi and Tina have to do something! Will the mysterious Spanish boy Chico help them? A turbulent summer awaits."
s3082,amazon,TV Show,Bhoomi Hindi,,"NAZIYA SHEIK, ARUN BABU",,,2021,18+,1 Season,Drama,"Bhoomi got Raped by a well know Business man Son Rakesh, She filed a Rape charges on Rakesh and the case, and it goes around 4 years but after those many years she won't get Justice Lack of Evidence and Court declare that Rakesh is Innocent. 4 years she goes around to get all Help of Police, Media , women welfare associations but all those evidence doesn't proof Rakesh is the Rapist."
s3089,amazon,TV Show,Between Two Ferns,,"Zach Galifianakis, Jerry Seinfeld, Hillary Clinton, President Barack Obama, Justin Bieber, Brad Pitt, Steve Carell, Bradley Cooper, Ben Stiller, Jimmy Kimmel, Michael Cera, Jon Hamm, Natalie Portman, Charlize Theron, Conan O'Brien, Andy Richter, Sean Penn, Bruce Willis, Jennifer Aniston, Tila Tequila, Will Ferrell, Jennifer Lawrence, James Franco, Naomi Watts, Anne Hathaway, Christoph Waltz, Amy Adams, Jessica Chastain, Sally Field, Cardi B, Wayne Knight",,,2018,TV-14,1 Season,Comedy,"Emmy award-winning Between Two Ferns features host Zach Galifianakis conducting awkward interviews with celebrities like Brad Pitt, President Barack Obama, Natalie Portman, Bradley Cooper, Will Ferrell, and Hillary Clinton."
